stop_id,stop_name,stop_url,stop_timezone,stop_lat,stop_lon
BAL,Baltimore Penn Station,https://www.amtrak.com/stations/bal,America/New_York,39.307302,-76.615688
BAM,Bangor Amtrak Station,https://www.amtrak.com/stations/bam,America/New_York,42.314519,-86.111646
BAR,Barstow,https://www.amtrak.com/stations/bar,America/Los_Angeles,34.90482,-117.025435
BBS,Barstow Amtrak Bus Stop,https://www.amtrak.com/stations/bbs,America/Los_Angeles,34.891277,-116.998434
BBY,Boston,https://www.amtrak.com/stations/bby,America/New_York,42.347317,-71.075828
BCV,Burke Centre Amtrak,https://www.amtrak.com/stations/bcv,America/New_York,38.797271,-77.29879
BDN,Brandon,https://www.amtrak.com/stations/bdn,America/New_York,43.798342,-73.08709
BDT,Bradenton,https://www.amtrak.com/stations/bdt,America/New_York,27.528462,-82.512262
BEL,Bellingham Amtrak Station,https://www.amtrak.com/stations/bel,America/Los_Angeles,48.720263,-122.511255
BEN,Benson Amtrak,https://www.amtrak.com/stations/ben,America/Denver,31.968758,-110.296904
BER,Berlin Amtrak,https://www.amtrak.com/stations/ber,America/New_York,41.635595,-72.765274
BFD,Bakersfield,https://www.amtrak.com/stations/bfd,America/Los_Angeles,35.37214,-119.00821
BFW,Buffalo,https://www.amtrak.com/stations/bfw,America/Denver,44.35732,-106.65979
BFX,Buffalo,https://www.amtrak.com/stations/bfx,America/New_York,42.878449,-78.873748
BHM,Birmingham,https://www.amtrak.com/stations/bhm,America/Chicago,33.512937,-86.807023
BIR,Big Run,https://www.amtrak.com/stations/bir,America/New_York,40.968716,-78.870218
BKY,Berkeley Amtrak,https://www.amtrak.com/stations/bky,America/Los_Angeles,37.867254,-122.300707
BLF,Bellows Falls Amtrak Station,https://www.amtrak.com/stations/blf,America/New_York,43.13654,-72.444597
BLK,Blacksburg,https://www.amtrak.com/stations/blk,America/New_York,37.229907,-80.418368
BLS,Blairsville,https://www.amtrak.com/stations/bls,America/New_York,40.444688,-79.219778
BMT,Beaumont Amtrak,https://www.amtrak.com/stations/bmt,America/Chicago,30.076458,-94.127367
BNC,Burlington Amtrak Station,https://www.amtrak.com/stations/bnc,America/New_York,36.094225,-79.434531
BND,Bend,https://www.amtrak.com/stations/bnd,America/Los_Angeles,44.05822,-121.301266
BNG,Bingen-White Salmon Amtrak,https://www.amtrak.com/stations/bng,America/Los_Angeles,45.71502,-121.46873
BNI,Bennington Amtrak Bus Stop,https://www.amtrak.com/stations/bni,America/New_York,42.878777,-73.19324
BNL,Bloomington-Normal,https://www.amtrak.com/stations/bnl,America/Chicago,40.50901,-88.984306
BOI,Boise,https://www.amtrak.com/stations/boi,America/Denver,43.571635,-116.189037
BON,Boston,https://www.amtrak.com/stations/bon,America/New_York,42.366235,-71.061122
BOS,Boston,https://www.amtrak.com/stations/bos,America/New_York,42.352311,-71.055304
BRA,Brattleboro Amtrak Station,https://www.amtrak.com/stations/bra,America/New_York,42.850849,-72.556497
BRH,Brookhaven Amtrak Station,https://www.amtrak.com/stations/brh,America/Chicago,31.582961,-90.44107
BRK,Brunswick Amtrak Station,https://www.amtrak.com/stations/brk,America/New_York,43.911388,-69.965541
BRL,Burlington Amtrak Station,https://www.amtrak.com/stations/brl,America/Chicago,40.805788,-91.101951
BRO,Browning Amtrak,https://www.amtrak.com/stations/bro,America/Denver,48.534067,-113.013151
BRP,Bridgeport Amtrak Station,https://www.amtrak.com/stations/brp,America/New_York,41.178006,-73.187539
BTL,Battle Creek,https://www.amtrak.com/stations/btl,America/New_York,42.318453,-85.187825
BTV,South Burlington Airport Bus Stop,https://www.amtrak.com/stations/btv,America/New_York,44.469865,-73.15546
BUF,Buffalo Depew Station,https://www.amtrak.com/stations/buf,America/New_York,42.907017,-78.726584
BUL,Buellton Amtrak Bus Stop,https://www.amtrak.com/stations/bul,America/Los_Angeles,34.61066,-120.186595
BUR,Burbank Amtrak,https://www.amtrak.com/stations/bur,America/Los_Angeles,34.193072,-118.353767
BUV,Buena Vista,https://www.amtrak.com/stations/buv,America/Denver,38.842897,-106.131059
BVD,Beaver Dam Amtrak Bus Stop,https://www.amtrak.com/stations/bvd,America/Chicago,43.45604,-88.816942
BVM,Beaver Marsh,https://www.amtrak.com/stations/bvm,America/Los_Angeles,43.134572,-121.803189
BWI,Bwi Thurgood Marshall Airport Station,https://www.amtrak.com/stations/bwi,America/New_York,39.192362,-76.6943
BYN,Bryan Amtrak Station,https://www.amtrak.com/stations/byn,America/New_York,41.480319,-84.551799
CAM,Camden Amtrak Station,https://www.amtrak.com/stations/cam,America/New_York,34.248157,-80.62519
CAS,Casper Amtrak Station,https://www.amtrak.com/stations/cas,America/Denver,42.856427,-106.324772
CBR,Cleburne Amtrak Station,https://www.amtrak.com/stations/cbr,America/Chicago,32.349743,-97.382333
CBS,Columbus Amtrak Station,https://www.amtrak.com/stations/cbs,America/Chicago,43.340611,-89.012609
CBZ,Cabazon Amtrak Bus Stop,https://www.amtrak.com/stations/cbz,America/Los_Angeles,33.921492,-116.798713
CDL,Carbondale,https://www.amtrak.com/stations/cdl,America/Chicago,37.724235,-89.216628
CEN,Centralia Amtrak Station,https://www.amtrak.com/stations/cen,America/Chicago,38.527531,-89.136118
CFD,Clearfield Amtrak Station,https://www.amtrak.com/stations/cfd,America/New_York,41.021095,-78.43533
CFX,Colfax Amtrak Bus Stop,https://www.amtrak.com/stations/cfx,America/Los_Angeles,46.875679,-117.365156
CHD,Cheyenne Amtrak Bus Stop,https://www.amtrak.com/stations/chd,America/Denver,41.10117,-104.84869
CHI,Chicago Union Station,https://www.amtrak.com/stations/chi,America/Chicago,41.878684,-87.639443
CHM,Champaign-Urbana,https://www.amtrak.com/stations/chm,America/Chicago,40.115843,-88.241366
CHN,Chiloquin,https://www.amtrak.com/stations/chn,America/Los_Angeles,42.535691,-121.883152
CHP,Chippewa Falls Amtrak Bus Stop,https://www.amtrak.com/stations/chp,America/Chicago,44.883096,-91.427794
CHS,Charleston Amtrak Station,https://www.amtrak.com/stations/chs,America/New_York,32.875473,-79.998048
CHW,Charleston,https://www.amtrak.com/stations/chw,America/New_York,38.346368,-81.638494
CIC,Chico Amtrak,https://www.amtrak.com/stations/cic,America/Los_Angeles,39.723259,-121.845861
CIN,Cincinnati Union Terminal,https://www.amtrak.com/stations/cin,America/New_York,39.109927,-84.537061
CLA,Claremont Amtrak,https://www.amtrak.com/stations/cla,America/New_York,43.36833,-72.377644
CLB,Columbia Amtrak Station,https://www.amtrak.com/stations/clb,America/New_York,33.994297,-81.04049
CLE,Cleveland,https://www.amtrak.com/stations/cle,America/New_York,41.505787,-81.696172
CLF,Clifton Forge Amtrak Station,https://www.amtrak.com/stations/clf,America/New_York,37.814521,-79.827363
CLM,Claremont Amtrak Station,https://www.amtrak.com/stations/clm,America/Los_Angeles,34.094469,-117.716857
CLP,Culpeper Amtrak Station,https://www.amtrak.com/stations/clp,America/New_York,38.47236,-77.993421
CLT,Charlotte Amtrak Station,https://www.amtrak.com/stations/clt,America/New_York,35.241403,-80.822812
CLV,Cloverdale Amtrak Bus Stop,https://www.amtrak.com/stations/clv,America/Los_Angeles,38.79811,-123.011847
CML,Camarillo Amtrak,https://www.amtrak.com/stations/cml,America/Los_Angeles,34.215933,-119.034114
CMO,Chemult,https://www.amtrak.com/stations/cmo,America/Los_Angeles,43.216784,-121.781594
CNV,Castleton Amtrak Station,https://www.amtrak.com/stations/cnv,America/New_York,43.613382,-73.171337
CNY,Corning Amtrak Station,https://www.amtrak.com/stations/cny,America/New_York,42.142198,-77.051306
COC,Corcoran,https://www.amtrak.com/stations/coc,America/Los_Angeles,36.098516,-119.55705
COI,Connersville Amtrak,https://www.amtrak.com/stations/coi,America/New_York,39.645969,-85.13338
COT,Coatesville Amtrak,https://www.amtrak.com/stations/cot,America/New_York,39.985688,-75.820929
COV,Connellsville Amtrak,https://www.amtrak.com/stations/cov,America/New_York,40.020282,-79.592813
COX,Colfax Amtrak Station,https://www.amtrak.com/stations/cox,America/Los_Angeles,39.099172,-120.953075
CPC,Cameron Park,https://www.amtrak.com/stations/cpc,America/Los_Angeles,38.658499,-120.998594
CPN,Carpinteria Amtrak,https://www.amtrak.com/stations/cpn,America/Los_Angeles,34.39678,-119.522975
CPT,Cooperstown Amtrak Bus Stop,https://www.amtrak.com/stations/cpt,America/New_York,42.697172,-74.931043
CRF,Crawfordsville Amtrak,https://www.amtrak.com/stations/crf,America/New_York,40.044705,-86.899187
CRM,Carmel Amtrak Bus Stop,https://www.amtrak.com/stations/crm,America/Los_Angeles,36.539033,-121.908797
CRN,Creston Amtrak,https://www.amtrak.com/stations/crn,America/Chicago,41.05692,-94.361617
CRT,Croton-Harmon Amtrak Station,https://www.amtrak.com/stations/crt,America/New_York,41.189903,-73.882394
CRV,Carlinville Amtrak Station,https://www.amtrak.com/stations/crv,America/Chicago,39.279295,-89.889276
CSN,Clemson Amtrak Station,https://www.amtrak.com/stations/csn,America/New_York,34.691115,-82.832501
CSO,Crescent,https://www.amtrak.com/stations/cso,America/Los_Angeles,43.462975,-121.695659
CTL,Centralia Amtrak Station,https://www.amtrak.com/stations/ctl,America/Los_Angeles,46.71747,-122.953062
CTO,Canton Amtrak Bus Stop,https://www.amtrak.com/stations/cto,America/New_York,44.594198,-75.170827
CUM,Cumberland Amtrak Station,https://www.amtrak.com/stations/cum,America/New_York,39.650628,-78.758
CUT,Cut Bank Amtrak Station,https://www.amtrak.com/stations/cut,America/Denver,48.638364,-112.331584
CVD,Camp Verde Amtrak Bus Stop,https://www.amtrak.com/stations/cvd,America/Denver,34.580541,-111.886244
CVS,Charlottesville,https://www.amtrak.com/stations/cvs,America/New_York,38.031484,-78.491684
CVT,Colchester,https://www.amtrak.com/stations/cvt,America/New_York,44.594999,-73.165387
CWH,Cornwells Heights Amtrak,https://www.amtrak.com/stations/cwh,America/New_York,40.071663,-74.952187
CWT,Chatsworth,https://www.amtrak.com/stations/cwt,America/Los_Angeles,34.253205,-118.599417
CYN,Cary,https://www.amtrak.com/stations/cyn,America/New_York,35.788294,-78.782246
DAL,Dallas,https://www.amtrak.com/stations/dal,America/Chicago,32.776094,-96.807235
DAN,Danville Amtrak Station,https://www.amtrak.com/stations/dan,America/New_York,36.58409,-79.383968
DAV,Davis,https://www.amtrak.com/stations/dav,America/Los_Angeles,38.543562,-121.737707
DBI,Du Bois,https://www.amtrak.com/stations/dbi,America/New_York,41.111736,-78.72441
DBP,Dublin-Pleasanton Amtrak Station,https://www.amtrak.com/stations/dbp,America/Los_Angeles,37.702833,-121.897697
DBY,Discovery Bay,http://www.amtrak.com/stations/dby,America/Los_Angeles,47.987795,-122.887334
DDE,Dade City Amtrak Bus Stop,https://www.amtrak.com/stations/dde,America/New_York,28.364669,-82.184459
DDG,Dodge City Amtrak Station,https://www.amtrak.com/stations/ddg,America/Chicago,37.752306,-100.016961
DEM,Deming Amtrak,https://www.amtrak.com/stations/dem,America/Denver,32.27177,-107.754346
DEN,Denver,https://www.amtrak.com/stations/den,America/Denver,39.752959,-104.999929
DER,Dearborn,https://www.amtrak.com/stations/der,America/New_York,42.307167,-83.235311
DET,Detroit,https://www.amtrak.com/stations/det,America/New_York,42.368097,-83.072397
DFB,Deerfield Beach Amtrak Station,https://www.amtrak.com/stations/dfb,America/New_York,26.317069,-80.122147
DGS,Douglas Amtrak Bus Stop,https://www.amtrak.com/stations/dgs,America/Denver,42.762421,-105.403907
DHI,Delhi Amtrak Bus Stop,https://www.amtrak.com/stations/dhi,America/New_York,42.27597,-74.917475
DHM,Durham,https://www.amtrak.com/stations/dhm,America/New_York,43.139328,-70.936013
DIL,Dillon Amtrak Station,https://www.amtrak.com/stations/dil,America/New_York,34.417647,-79.372301
DKJ,De Kalb Junction Amtrak Bus Stop,https://www.amtrak.com/stations/dkj,America/New_York,44.504682,-75.274378
DLB,Delray Beach Amtrak,https://www.amtrak.com/stations/dlb,America/New_York,26.454021,-80.091154
DLD,Deland,https://www.amtrak.com/stations/dld,America/New_York,29.017849,-81.352477
DLK,Detroit Lakes Amtrak Station,https://www.amtrak.com/stations/dlk,America/Chicago,46.819692,-95.845998
DLT,Delmont Amtrak Bus Stop,https://www.amtrak.com/stations/dlt,America/New_York,40.399029,-79.580374
DNC,Durham Amtrak Station,https://www.amtrak.com/stations/dnc,America/New_York,35.997347,-78.906299
DNK,Denmark Amtrak Station,https://www.amtrak.com/stations/dnk,America/New_York,33.326184,-81.143635
DNV,Dansville Amtrak Bus Stop,https://www.amtrak.com/stations/dnv,America/New_York,42.559018,-77.69526
DOA,Dowagiac Amtrak Station,https://www.amtrak.com/stations/doa,America/New_York,41.980941,-86.109041
DOV,Dover,https://www.amtrak.com/stations/dov,America/New_York,43.197968,-70.878361
DOW,Downingtown Amtrak,https://www.amtrak.com/stations/dow,America/New_York,40.002193,-75.710775
DPE,Green Bay - De Pere Amtrak Bus Stop,http://www.amtrak.com/stations/dpe,America/Chicago,44.451367,-88.088426
DQN,Du Quoin Amtrak Station,https://www.amtrak.com/stations/dqn,America/Chicago,38.012328,-89.240254
DRD,Durand Amtrak Station,https://www.amtrak.com/stations/drd,America/New_York,42.909495,-83.98232
DRT,Del Rio Amtrak Station,https://www.amtrak.com/stations/drt,America/Chicago,29.362202,-100.902662
DUN,Dunsmuir Amtrak Station,https://www.amtrak.com/stations/dun,America/Los_Angeles,41.211127,-122.270587
DVL,Devils Lake Amtrak Station,https://www.amtrak.com/stations/dvl,America/Chicago,48.110468,-98.861372
DWT,Dwight Amtrak Station,https://www.amtrak.com/stations/dwt,America/Chicago,41.089854,-88.430707
DYE,Dyer Amtrak,https://www.amtrak.com/stations/dye,America/Chicago,41.515413,-87.518076
EDM,Edmonds,https://www.amtrak.com/stations/edm,America/Los_Angeles,47.811081,-122.384141
EFG,Effingham Amtrak Station,https://www.amtrak.com/stations/efg,America/Chicago,39.117059,-88.54711
EKA,Eureka Amtrak Bus Stop,https://www.amtrak.com/stations/eka,America/Los_Angeles,40.800739,-124.16933
EKG,Elk Grove Amtrak Bus Stop,https://www.amtrak.com/stations/ekg,America/Los_Angeles,38.424746,-121.480807
EKH,Elkhart Amtrak Station,https://www.amtrak.com/stations/ekh,America/New_York,41.680748,-85.971848
ELK,Elko Amtrak,https://www.amtrak.com/stations/elk,America/Los_Angeles,40.836483,-115.75053
ELP,El Paso,https://www.amtrak.com/stations/elp,America/Denver,31.757346,-106.495644
ELT,Elizabethtown Amtrak Station,https://www.amtrak.com/stations/elt,America/New_York,40.147028,-76.612234
ELY,Elyria Amtrak,https://www.amtrak.com/stations/ely,America/New_York,41.370033,-82.096685
EMA,Elmira Amtrak Station,https://www.amtrak.com/stations/ema,America/New_York,42.089989,-76.806046
EMI,Escanaba,https://www.amtrak.com/stations/emi,America/New_York,45.779858,-87.089868
EMY,Emeryville,https://www.amtrak.com/stations/emy,America/Los_Angeles,37.840474,-122.291615
EPH,Ephrata Amtrak,https://www.amtrak.com/stations/eph,America/Los_Angeles,47.320948,-119.549267
ERI,Erie Amtrak Station,https://www.amtrak.com/stations/eri,America/New_York,42.120847,-80.082444
ESM,Essex Amtrak,https://www.amtrak.com/stations/esm,America/Denver,48.275543,-113.610942
ESX,Essex Junction-Burlington Amtrak Station,https://www.amtrak.com/stations/esx,America/New_York,44.492466,-73.110277
EUC,Eau Claire Amtrak Bus Stop,https://www.amtrak.com/stations/euc,America/Chicago,44.796558,-91.506339
EUG,Eugene,https://www.amtrak.com/stations/eug,America/Los_Angeles,44.055043,-123.092361
EVM,Evans Mills Amtrak Bus Stop,https://www.amtrak.com/stations/evm,America/New_York,44.08427,-75.799444
EVR,Everett Amtrak Station,https://www.amtrak.com/stations/evr,America/Los_Angeles,47.975401,-122.197858
EWR,Newark Liberty International Airport,https://www.amtrak.com/stations/ewr,America/New_York,40.696618,-74.18229
EXR,Exeter,https://www.amtrak.com/stations/exr,America/New_York,42.98102,-70.9587
EXT,Exton Amtrak,https://www.amtrak.com/stations/ext,America/New_York,40.019291,-75.621713
FAR,Fargo Amtrak Station,https://www.amtrak.com/stations/far,America/Chicago,46.880982,-96.785372
FAY,Fayetteville Amtrak Station,https://www.amtrak.com/stations/fay,America/New_York,35.054993,-78.884788
FBG,Fredericksburg Amtrak,https://www.amtrak.com/stations/fbg,America/New_York,38.298413,-77.457203
FDL,Fond du Lac Amtrak Bus Stop,https://www.amtrak.com/stations/fdl,America/Chicago,43.755768,-88.476718
FED,Fort Edward Amtrak,https://www.amtrak.com/stations/fed,America/New_York,43.269603,-73.58055
FFV,Fairfield-Vacaville Amtrak Station,https://www.amtrak.com/stations/ffv,America/Los_Angeles,38.285626,-121.967926
FHD,Fort Hood Amtrak Bus Stop,https://www.amtrak.com/stations/fhd,America/Chicago,31.141597,-97.766812
FIL,Fillmore Amtrak Bus Stop,https://www.amtrak.com/stations/fil,America/Los_Angeles,34.396009,-118.918319
FLG,Flagstaff,https://www.amtrak.com/stations/flg,America/Denver,35.197374,-111.648871
FLM,Fleischmanns Amtrak Bus Stop,https://www.amtrak.com/stations/flm,America/New_York,42.154574,-74.524714
FLN,Flint Amtrak Station,https://www.amtrak.com/stations/fln,America/New_York,43.015425,-83.651728
FLO,Florence Amtrak Station,https://www.amtrak.com/stations/flo,America/New_York,34.199157,-79.757056
FMD,Fort Madison,https://www.amtrak.com/stations/fmd,America/Chicago,40.629558,-91.313529
FMG,Fort Morgan Amtrak Station,https://www.amtrak.com/stations/fmg,America/Denver,40.247169,-103.802818
FMT,Fremont,https://www.amtrak.com/stations/fmt,America/Los_Angeles,37.559093,-122.007496
FNO,Fresno,https://www.amtrak.com/stations/fno,America/Los_Angeles,36.738457,-119.782926
FRA,Framingham Amtrak,https://www.amtrak.com/stations/fra,America/New_York,42.275993,-71.420033
FRE,Freeport Amtrak Station,https://www.amtrak.com/stations/fre,America/New_York,43.855035,-70.102358
FRP,Fairplay Amtrak Bus Stop,https://www.amtrak.com/stations/frp,America/Denver,39.225516,-105.991608
FRT,Fremont Amtrak Bus Stop,https://www.amtrak.com/stations/frt,America/Los_Angeles,37.53915,-121.92364
FTA,Fortuna Amtrak Bus Stop,https://www.amtrak.com/stations/fta,America/Los_Angeles,40.583672,-124.146188
FTC,Ticonderoga Amtrak,https://www.amtrak.com/stations/ftc,America/New_York,43.853788,-73.389681
FTL,Fort Lauderdale Amtrak Station,https://www.amtrak.com/stations/ftl,America/New_York,26.119256,-80.17
FTM,Fort Myers Amtrak Bus Stop,https://www.amtrak.com/stations/ftm,America/New_York,26.655312,-81.801382
FTN,Fulton Amtrak Station,https://www.amtrak.com/stations/ftn,America/Chicago,36.525704,-88.888772
FTW,Fort Worth,https://www.amtrak.com/stations/ftw,America/Chicago,32.752563,-97.326673
FUL,Fullerton Amtrak Station,https://www.amtrak.com/stations/ful,America/Los_Angeles,33.868969,-117.922849
GAC,Santa Clara Great America Amtrak,https://www.amtrak.com/stations/gac,America/Los_Angeles,37.406778,-121.967003
GAS,Gastonia Amtrak Station,https://www.amtrak.com/stations/gas,America/New_York,35.269186,-81.162366
GBB,Galesburg Amtrak Station,https://www.amtrak.com/stations/gbb,America/Chicago,40.944678,-90.364106
GBO,Goldsboro,https://www.amtrak.com/stations/gbo,America/New_York,35.385675,-78.003337
GBV,Garberville Amtrak Bus Stop,https://www.amtrak.com/stations/gbv,America/Los_Angeles,40.097719,-123.79523
GBY,Green Bay Amtrak Station,https://www.amtrak.com/stations/gby,America/Chicago,44.517053,-88.00276
GCB,Grand Canyon National Park Amtrak Bus Stop,https://www.amtrak.com/stations/gcb,America/Denver,36.05364,-112.144648
GCK,Garden City Amtrak Station,https://www.amtrak.com/stations/gck,America/Chicago,37.964365,-100.873256
GCN,Grand Canyon Railway Depot,https://www.amtrak.com/stations/gcn,America/Denver,36.056867,-112.136845
GDL,Glendale Amtrak,https://www.amtrak.com/stations/gdl,America/Los_Angeles,34.123706,-118.258868
GEG,Spokane Amtrak Bus Stop,https://www.amtrak.com/stations/geg,America/Los_Angeles,47.626646,-117.536887
GEN,Geneseo Amtrak Bus Stop,https://www.amtrak.com/stations/gen,America/New_York,42.795694,-77.817102
GFD,Greenfield Amtrak Station,https://www.amtrak.com/stations/gfd,America/New_York,42.585458,-72.600765
GFK,Grand Forks Amtrak Station,https://www.amtrak.com/stations/gfk,America/Chicago,47.917522,-97.110835
GGW,Glasgow Amtrak Station,https://www.amtrak.com/stations/ggw,America/Denver,48.194854,-106.636188
GIL,Gilchrist,https://www.amtrak.com/stations/gil,America/Los_Angeles,43.477437,-121.687175
GJT,Grand Junction Amtrak Station,https://www.amtrak.com/stations/gjt,America/Denver,39.064375,-108.569929
GLE,Gainesville Amtrak Station,https://www.amtrak.com/stations/gle,America/Chicago,33.625159,-97.140896
GLM,Gilman Amtrak,https://www.amtrak.com/stations/glm,America/Chicago,40.752547,-87.998055
GLN,Glenview Amtrak Station,https://www.amtrak.com/stations/gln,America/Chicago,42.075038,-87.805562
GLP,Gallup Amtrak Station,https://www.amtrak.com/stations/glp,America/Denver,35.529176,-108.740548
GLS,Galveston Amtrak Bus Stop,https://www.amtrak.com/stations/gls,America/Chicago,29.306615,-94.796849
GNB,Greensburg Amtrak,https://www.amtrak.com/stations/gnb,America/New_York,40.304986,-79.546893
GNF,Gainesville Amtrak Bus Stop,https://www.amtrak.com/stations/gnf,America/New_York,29.673652,-82.323379
GNS,Gainesville Amtrak Station,https://www.amtrak.com/stations/gns,America/New_York,34.288897,-83.819694
GOF,Florence,https://www.amtrak.com/stations/gof,America/Los_Angeles,43.984965,-124.099324
GOV,Government Camp,https://www.amtrak.com/stations/gov,America/Los_Angeles,45.302445,-121.744822
GPK,East Glacier Park Amtrak Station,https://www.amtrak.com/stations/gpk,America/Denver,48.442333,-113.219523
GRA,Granby Amtrak Station,https://www.amtrak.com/stations/gra,America/Denver,40.084188,-105.935503
GRE,Greeley Amtrak Bus Stop,https://www.amtrak.com/stations/gre,America/Denver,40.433716,-104.697745
GRH,Gresham Amtrak Bus Stop,https://www.amtrak.com/stations/grh,America/Los_Angeles,45.501806,-122.418117
GRI,Green River Amtrak,https://www.amtrak.com/stations/gri,America/Denver,38.992039,-110.165228
GRN,Greenville Amtrak Bus Stop,https://www.amtrak.com/stations/grn,America/New_York,35.610198,-77.377078
GRO,Greensboro,https://www.amtrak.com/stations/gro,America/New_York,36.069797,-79.78708
GRR,Grand Rapids Vernon J. Ehlers Station,https://www.amtrak.com/stations/grr,America/New_York,42.955788,-85.672447
GRV,Greenville Amtrak Station,https://www.amtrak.com/stations/grv,America/New_York,34.858256,-82.413486
GSC,Glenwood Springs,https://www.amtrak.com/stations/gsc,America/Denver,39.547903,-107.323218
GTA,Goleta Amtrak,https://www.amtrak.com/stations/gta,America/Los_Angeles,34.437729,-119.843092
GUA,Guadalupe Amtrak Station,https://www.amtrak.com/stations/gua,America/Los_Angeles,34.962927,-120.57341
GUN,Gunnison Amtrak Bus Stop,https://www.amtrak.com/stations/gun,America/Denver,38.544173,-106.922057
GVB,Grover Beach Amtrak,https://www.amtrak.com/stations/gvb,America/Los_Angeles,35.12126,-120.629266
GVI,Grangeville Amtrak Bus Stop,https://www.amtrak.com/stations/gvi,America/Los_Angeles,45.927188,-116.131574
GVR,Gouverneur Amtrak Bus Stop,https://www.amtrak.com/stations/gvr,America/New_York,44.335612,-75.467999
GWD,Greenwood Amtrak Station,https://www.amtrak.com/stations/gwd,America/Chicago,33.517159,-90.176454
HAM,Hamlet Amtrak Station,https://www.amtrak.com/stations/ham,America/New_York,34.883663,-79.699218
HAR,Harrisburg,https://www.amtrak.com/stations/har,America/New_York,40.26205,-76.878256
HAS,Hastings Amtrak Station,https://www.amtrak.com/stations/has,America/Chicago,40.584276,-98.387534
HAV,Havre Amtrak Station,https://www.amtrak.com/stations/hav,America/Denver,48.554465,-109.678352
HAY,Hayward Amtrak,https://www.amtrak.com/stations/hay,America/Los_Angeles,37.665997,-122.099277
HAZ,Hazlehurst Amtrak,https://www.amtrak.com/stations/haz,America/Chicago,31.86132,-90.394347
HBG,Hattiesburg Amtrak Station,https://www.amtrak.com/stations/hbg,America/Chicago,31.326921,-89.286463
